,시도,어종류,연도,월,총마릿수[마리],총중량[kg]
4468,울산,농어류,2023,03,3.0,3.3
4469,울산,농어류,2023,04,0.0,0.0
4470,울산,농어류,2023,05,0.0,0.0
4471,울산,농어류,2023,06,10.0,22.4
4472,울산,농어류,2023,07,148.0,189.3
4473,울산,농어류,2023,08,22.0,54.8
4474,울산,농어류,2023,09,3.0,8.3
4475,울산,농어류,2023,10,17.0,35.8
4476,울산,농어류,2023,11,40.0,71.2
4477,울산,농어류,2023,12,18.0,33.3
4478,울산,농어류,2024,01,0.0,0.0
4479,울산,농어류,2024,02,0.0,0.0
4480,울산,농어류,2024,03,11.0,18.7
4481,울산,농어류,2024,04,27.0,62.5
4482,울산,농어류,2024,05,44.0,59.7
4483,울산,농어류,2024,06,137.0,355.5
4484,울산,농어류,2024,07,221.0,729.7
4485,울산,농어류,2024,08,100.0,279.2
4486,울산,농어류,2024,09,12.0,28.0
4487,울산,농어류,2024,10,1.0,1.2
4488,울산,능성어,2023,01,0.0,0.0
4489,울산,능성어,2023,02,0.0,0.0
4490,울산,능성어,2023,03,0.0,0.0
4491,울산,능성어,2023,04,0.0,0.0
4492,울산,능성어,2023,05,0.0,0.0
4493,울산,능성어,2023,06,0.0,0.0
4494,울산,능성어,2023,07,2.0,3.4
4495,울산,능성어,2023,08,3.0,1.3
4496,울산,능성어,2023,09,3.0,3.5
4497,울산,능성어,2023,10,2.0,1.7
4498,울산,능성어,2023,11,0.0,0.0
4499,울산,능성어,2023,12,0.0,0.0
4500,울산,능성어,2024,01,0.0,0.0
4501,울산,능성어,2024,02,0.0,0.0
4502,울산,능성어,2024,03,1.0,1.3
4503,울산,능성어,2024,04,0.0,0.0
4504,울산,능성어,2024,05,0.0,0.0
4505,울산,능성어,2024,06,0.0,0.0
4506,울산,능성어,2024,07,0.0,0.0
4507,울산,능성어,2024,08,0.0,0.0
4508,울산,능성어,2024,09,0.0,0.0
4509,울산,능성어,2024,10,8.0,5.5
4510,울산,돌돔(줄돔),2023,01,26.0,17.5
4511,울산,돌돔(줄돔),2023,02,0.0,0.0
4512,울산,돌돔(줄돔),2023,03,0.0,0.0
4513,울산,돌돔(줄돔),2023,04,0.0,0.0
4514,울산,돌돔(줄돔),2023,05,11.0,24.3
4515,울산,돌돔(줄돔),2023,06,30.0,16.9
4516,울산,돌돔(줄돔),2023,07,15.0,7.2
4517,울산,돌돔(줄돔),2023,08,29.0,15.6
4518,울산,돌돔(줄돔),2023,09,188.0,60.8
4519,울산,돌돔(줄돔),2023,10,1678.0,695.7
4520,울산,돌돔(줄돔),2023,11,1151.0,455.8
4521,울산,돌돔(줄돔),2023,12,5.0,2.7
4522,울산,돌돔(줄돔),2024,01,0.0,0.0
4523,울산,돌돔(줄돔),2024,02,0.0,0.0
4524,울산,돌돔(줄돔),2024,03,0.0,0.0
4525,울산,돌돔(줄돔),2024,04,3.0,3.1
4526,울산,돌돔(줄돔),2024,05,1.0,1.3
4527,울산,돌돔(줄돔),2024,06,3.0,1.1
4528,울산,돌돔(줄돔),2024,07,0.0,0.0
4529,울산,돌돔(줄돔),2024,08,0.0,0.0
4530,울산,돌돔(줄돔),2024,09,2.0,2.0
4531,울산,돌돔(줄돔),2024,10,23.0,16.9
4532,울산,문어류,2023,01,0.0,0.0
4533,울산,문어류,2023,02,0.0,0.0
4534,울산,문어류,2023,03,0.0,0.0
4535,울산,문어류,2023,04,0.0,0.0
4536,울산,문어류,2023,05,5.0,10.0
4537,울산,문어류,2023,06,0.0,0.0
4538,울산,문어류,2023,07,0.0,0.0
4539,울산,문어류,2023,08,0.0,0.0
4540,울산,문어류,2023,09,0.0,0.0
4541,울산,문어류,2023,10,13.0,7.5
4542,울산,문어류,2023,11,0.0,0.0
4543,울산,문어류,2023,12,3.0,1.4
4544,울산,문어류,2024,01,0.0,0.0
4545,울산,문어류,2024,02,0.0,0.0
4546,울산,문어류,2024,03,0.0,0.0
4547,울산,문어류,2024,04,30.0,47.8
4548,울산,문어류,2024,05,14.0,13.9
4549,울산,문어류,2024,06,0.0,0.0
4550,울산,문어류,2024,07,1.0,0.9
4551,울산,문어류,2024,08,0.0,0.0
4552,울산,문어류,2024,09,0.0,0.0
4553,울산,문어류,2024,10,27.0,11.6
4598,울산,복어류,2023,01,0.0,0.0
4599,울산,복어류,2023,02,0.0,0.0
4600,울산,복어류,2023,03,0.0,0.0
4601,울산,복어류,2023,04,0.0,0.0
4602,울산,복어류,2023,05,0.0,0.0
4603,울산,복어류,2023,06,2.0,0.5
4604,울산,복어류,2023,07,0.0,0.0
4605,울산,복어류,2023,08,3.0,1.7
4606,울산,복어류,2023,09,0.0,0.0
4607,울산,복어류,2023,10,2.0,1.3
4608,울산,복어류,2023,11,20.0,9.9
4609,울산,복어류,2023,12,0.0,0.0
4610,울산,복어류,2024,01,0.0,0.0
4611,울산,복어류,2024,02,0.0,0.0
4612,울산,복어류,2024,03,0.0,0.0
4613,울산,복어류,2024,04,0.0,0.0
4614,울산,복어류,2024,05,0.0,0.0
4615,울산,복어류,2024,06,0.0,0.0
4616,울산,복어류,2024,07,0.0,0.0
4617,울산,복어류,2024,08,0.0,0.0
4618,울산,복어류,2024,09,0.0,0.0
4619,울산,복어류,2024,10,0.0,0.0
4818,울산,조피볼락(우럭),2023,01,5.0,27.0
4819,울산,조피볼락(우럭),2023,02,386.0,344.2
4820,울산,조피볼락(우럭),2023,03,0.0,0.0
4821,울산,조피볼락(우럭),2023,04,0.0,0.0
4822,울산,조피볼락(우럭),2023,05,0.0,0.0
4823,울산,조피볼락(우럭),2023,06,0.0,0.0
4824,울산,조피볼락(우럭),2023,07,13.0,26.7
4825,울산,조피볼락(우럭),2023,08,0.0,0.0
4826,울산,조피볼락(우럭),2023,09,8.0,5.0
4827,울산,조피볼락(우럭),2023,10,0.0,0.0
4828,울산,조피볼락(우럭),2023,11,52.0,91.9
4829,울산,조피볼락(우럭),2023,12,83.0,104.4
4830,울산,조피볼락(우럭),2024,01,19.0,22.5
4831,울산,조피볼락(우럭),2024,02,20.0,22.3
4832,울산,조피볼락(우럭),2024,03,37.0,54.0
4833,울산,조피볼락(우럭),2024,04,129.0,221.2
4834,울산,조피볼락(우럭),2024,05,21.0,27.7
4835,울산,조피볼락(우럭),2024,06,29.0,27.2
4836,울산,조피볼락(우럭),2024,07,0.0,0.0
4837,울산,조피볼락(우럭),2024,08,19.0,21.7
4838,울산,조피볼락(우럭),2024,09,0.0,0.0
4839,울산,조피볼락(우럭),2024,10,0.0,0.0
4840,울산,주꾸미,2023,01,0.0,0.0
4841,울산,주꾸미,2023,02,0.0,0.0
4842,울산,주꾸미,2023,03,0.0,0.0
4843,울산,주꾸미,2023,04,0.0,0.0
4844,울산,주꾸미,2023,05,0.0,0.0
4845,울산,주꾸미,2023,06,0.0,0.0
4846,울산,주꾸미,2023,07,0.0,0.0
4847,울산,주꾸미,2023,08,0.0,0.0
4848,울산,주꾸미,2023,09,0.0,0.0
4849,울산,주꾸미,2023,10,0.0,0.0
4850,울산,주꾸미,2023,11,0.0,0.0
4851,울산,주꾸미,2023,12,0.0,0.0
4852,울산,주꾸미,2024,01,0.0,0.0
4853,울산,주꾸미,2024,02,0.0,0.0
4854,울산,주꾸미,2024,03,0.0,0.0
4855,울산,주꾸미,2024,04,7.0,0.9
4856,울산,주꾸미,2024,05,14.0,0.4
4857,울산,주꾸미,2024,06,0.0,0.0
4858,울산,주꾸미,2024,07,0.0,0.0
4859,울산,주꾸미,2024,08,0.0,0.0
4860,울산,주꾸미,2024,09,0.0,0.0
4861,울산,주꾸미,2024,10,0.0,0.0
4862,울산,쥐치류,2023,01,22.0,14.0
4863,울산,쥐치류,2023,02,0.0,0.0
4864,울산,쥐치류,2023,03,0.0,0.0
4865,울산,쥐치류,2023,04,0.0,0.0
4866,울산,쥐치류,2023,05,0.0,0.0
4867,울산,쥐치류,2023,06,16.0,4.2
4868,울산,쥐치류,2023,07,23.0,8.2
4869,울산,쥐치류,2023,08,23.0,4.2
4870,울산,쥐치류,2023,09,3.0,1.7
4871,울산,쥐치류,2023,10,510.0,169.8
4872,울산,쥐치류,2023,11,680.0,339.5
4873,울산,쥐치류,2023,12,221.0,32.1
4874,울산,쥐치류,2024,01,0.0,0.0
4875,울산,쥐치류,2024,02,0.0,0.0
4876,울산,쥐치류,2024,03,0.0,0.0
4877,울산,쥐치류,2024,04,0.0,0.0
4878,울산,쥐치류,2024,05,0.0,0.0
4879,울산,쥐치류,2024,06,65.0,21.3
4880,울산,쥐치류,2024,07,0.0,0.0
4881,울산,쥐치류,2024,08,11.0,3.4
4882,울산,쥐치류,2024,09,1.0,0.1
4883,울산,쥐치류,2024,10,14.0,6.9
4906,울산,참돔,2023,01,103.0,129.4
4907,울산,참돔,2023,02,83.0,115.9
4908,울산,참돔,2023,03,0.0,0.0
4909,울산,참돔,2023,04,0.0,0.0
4910,울산,참돔,2023,05,626.0,554.9
4911,울산,참돔,2023,06,1372.0,986.0
4912,울산,참돔,2023,07,600.0,882.9
4913,울산,참돔,2023,08,243.0,237.0
4914,울산,참돔,2023,09,691.0,362.4
4915,울산,참돔,2023,10,516.0,376.0
4916,울산,참돔,2023,11,262.0,347.0
4917,울산,참돔,2023,12,248.0,191.2
4918,울산,참돔,2024,01,26.0,30.8
4919,울산,참돔,2024,02,17.0,33.8
4920,울산,참돔,2024,03,85.0,88.6
4921,울산,참돔,2024,04,249.0,269.3
4922,울산,참돔,2024,05,741.0,554.1
4923,울산,참돔,2024,06,1253.0,975.2
4924,울산,참돔,2024,07,108.0,104.1
4925,울산,참돔,2024,08,836.0,601.2
4926,울산,참돔,2024,09,420.0,202.2
4927,울산,참돔,2024,10,100.0,132.2
4994,인천,감성돔,2023,01,0.0,0.0
4995,인천,감성돔,2023,02,0.0,0.0
4996,인천,감성돔,2023,03,0.0,0.0
4997,인천,감성돔,2023,04,0.0,0.0
4998,인천,감성돔,2023,05,0.0,0.0
4999,인천,감성돔,2023,06,0.0,0.0
5000,인천,감성돔,2023,07,5.0,5.9
5001,인천,감성돔,2023,08,0.0,0.0
5002,인천,감성돔,2023,09,0.0,0.0
5003,인천,감성돔,2023,10,0.0,0.0
5004,인천,감성돔,2023,11,0.0,0.0
5005,인천,감성돔,2023,12,0.0,0.0
5006,인천,감성돔,2024,01,0.0,0.0
5007,인천,감성돔,2024,02,0.0,0.0
5008,인천,감성돔,2024,03,0.0,0.0
5009,인천,감성돔,2024,04,0.0,0.0
5010,인천,감성돔,2024,05,0.0,0.0
5011,인천,감성돔,2024,06,0.0,0.0
5012,인천,감성돔,2024,07,0.0,0.0
5013,인천,감성돔,2024,08,0.0,0.0
5014,인천,감성돔,2024,09,9.0,5.6
5015,인천,감성돔,2024,10,5.0,2.1
5016,인천,갑오징어류,2023,01,0.0,0.0
5017,인천,갑오징어류,2023,02,0.0,0.0
5018,인천,갑오징어류,2023,03,0.0,0.0
5019,인천,갑오징어류,2023,04,0.0,0.0
5020,인천,갑오징어류,2023,05,0.0,0.0
5021,인천,갑오징어류,2023,06,183.0,53.8
5022,인천,갑오징어류,2023,07,946.0,385.1
5023,인천,갑오징어류,2023,08,0.0,0.0
5024,인천,갑오징어류,2023,09,134467.0,28015.0
5025,인천,갑오징어류,2023,10,412778.0,100585.9
5026,인천,갑오징어류,2023,11,61764.0,15532.1
5027,인천,갑오징어류,2023,12,0.0,0.0
5028,인천,갑오징어류,2024,01,0.0,0.0
5029,인천,갑오징어류,2024,02,0.0,0.0
5030,인천,갑오징어류,2024,03,0.0,0.0
5031,인천,갑오징어류,2024,04,0.0,0.0
5032,인천,갑오징어류,2024,05,0.0,0.0
5033,인천,갑오징어류,2024,06,1707.0,765.2
5034,인천,갑오징어류,2024,07,250.0,43.5
5035,인천,갑오징어류,2024,08,0.0,0.0
5036,인천,갑오징어류,2024,09,329738.0,52470.1
5037,인천,갑오징어류,2024,10,682106.0,134672.8
5038,인천,기타갑각류,2023,01,0.0,0.0
5039,인천,기타갑각류,2023,02,0.0,0.0
5040,인천,기타갑각류,2023,03,0.0,0.0
5041,인천,기타갑각류,2023,04,0.0,0.0
5042,인천,기타갑각류,2023,05,0.0,0.0
5043,인천,기타갑각류,2023,06,0.0,0.0
5044,인천,기타갑각류,2023,07,0.0,0.0
5045,인천,기타갑각류,2023,08,0.0,0.0
5046,인천,기타갑각류,2023,09,0.0,0.0
5047,인천,기타갑각류,2023,10,0.0,0.0
5048,인천,기타갑각류,2023,11,0.0,0.0
5049,인천,기타갑각류,2023,12,0.0,0.0
5050,인천,기타갑각류,2024,01,0.0,0.0
5051,인천,기타갑각류,2024,02,0.0,0.0
5052,인천,기타갑각류,2024,03,0.0,0.0
5053,인천,기타갑각류,2024,04,0.0,0.0
5054,인천,기타갑각류,2024,05,0.0,0.0
5055,인천,기타갑각류,2024,06,0.0,0.0
5056,인천,기타갑각류,2024,07,0.0,0.0
5057,인천,기타갑각류,2024,08,0.0,0.0
5058,인천,기타갑각류,2024,09,0.0,0.0
5059,인천,기타갑각류,2024,10,3319.0,1209.9
5060,인천,기타돔류,2023,01,0.0,0.0
5061,인천,기타돔류,2023,02,0.0,0.0
5062,인천,기타돔류,2023,03,0.0,0.0
5063,인천,기타돔류,2023,04,0.0,0.0
5064,인천,기타돔류,2023,05,0.0,0.0
5065,인천,기타돔류,2023,06,0.0,0.0
5066,인천,기타돔류,2023,07,0.0,0.0
5067,인천,기타돔류,2023,08,0.0,0.0
5068,인천,기타돔류,2023,09,0.0,0.0
5069,인천,기타돔류,2023,10,0.0,0.0
5070,인천,기타돔류,2023,11,0.0,0.0
5071,인천,기타돔류,2023,12,0.0,0.0
5072,인천,기타돔류,2024,01,0.0,0.0
5073,인천,기타돔류,2024,02,0.0,0.0
5074,인천,기타돔류,2024,03,0.0,0.0
5075,인천,기타돔류,2024,04,0.0,0.0
5076,인천,기타돔류,2024,05,0.0,0.0
5077,인천,기타돔류,2024,06,0.0,0.0
5078,인천,기타돔류,2024,07,0.0,0.0
5079,인천,기타돔류,2024,08,6.0,4.4
5080,인천,기타돔류,2024,09,0.0,0.0
5081,인천,기타돔류,2024,10,0.0,0.0
5082,인천,기타볼락류,2023,01,0.0,0.0
5083,인천,기타볼락류,2023,02,0.0,0.0
5084,인천,기타볼락류,2023,03,166.0,16.6
5085,인천,기타볼락류,2023,04,791.0,79.1
5086,인천,기타볼락류,2023,05,1005.0,100.5
5087,인천,기타볼락류,2023,06,479.0,33.6
5088,인천,기타볼락류,2023,07,245.0,18.2
5089,인천,기타볼락류,2023,08,1250.0,91.0
5090,인천,기타볼락류,2023,09,148.0,17.9
5091,인천,기타볼락류,2023,10,0.0,0.0
5092,인천,기타볼락류,2023,11,0.0,0.0
5093,인천,기타볼락류,2023,12,0.0,0.0
5094,인천,기타볼락류,2024,01,0.0,0.0
5095,인천,기타볼락류,2024,02,0.0,0.0
5096,인천,기타볼락류,2024,03,121.0,16.9
5097,인천,기타볼락류,2024,04,71.0,17.8
5098,인천,기타볼락류,2024,05,422.0,133.0
5099,인천,기타볼락류,2024,06,499.0,112.4
5100,인천,기타볼락류,2024,07,67.0,20.6
5101,인천,기타볼락류,2024,08,223.0,112.8
5102,인천,기타볼락류,2024,09,0.0,0.0
5103,인천,기타볼락류,2024,10,0.0,0.0
5104,인천,기타어류,2023,01,0.0,0.0
5105,인천,기타어류,2023,02,0.0,0.0
5106,인천,기타어류,2023,03,0.0,0.0
5107,인천,기타어류,2023,04,0.0,0.0
5108,인천,기타어류,2023,05,0.0,0.0
5109,인천,기타어류,2023,06,0.0,0.0
5110,인천,기타어류,2023,07,0.0,0.0
5111,인천,기타어류,2023,08,0.0,0.0
5112,인천,기타어류,2023,09,0.0,0.0
5113,인천,기타어류,2023,10,0.0,0.0
5114,인천,기타어류,2023,11,0.0,0.0
5115,인천,기타어류,2023,12,0.0,0.0
5116,인천,기타어류,2024,01,0.0,0.0
5117,인천,기타어류,2024,02,0.0,0.0
5118,인천,기타어류,2024,03,0.0,0.0
5119,인천,기타어류,2024,04,0.0,0.0
5120,인천,기타어류,2024,05,0.0,0.0
5121,인천,기타어류,2024,06,5.0,2.7
5122,인천,기타어류,2024,07,0.0,0.0
5123,인천,기타어류,2024,08,0.0,0.0
5124,인천,기타어류,2024,09,0.0,0.0
5125,인천,기타어류,2024,10,0.0,0.0
5148,인천,낙지류,2023,01,0.0,0.0
5149,인천,낙지류,2023,02,0.0,0.0
5150,인천,낙지류,2023,03,0.0,0.0
5151,인천,낙지류,2023,04,0.0,0.0
5152,인천,낙지류,2023,05,0.0,0.0
5153,인천,낙지류,2023,06,0.0,0.0
5154,인천,낙지류,2023,07,0.0,0.0
5155,인천,낙지류,2023,08,0.0,0.0
5156,인천,낙지류,2023,09,0.0,0.0
5157,인천,낙지류,2023,10,0.0,0.0
5158,인천,낙지류,2023,11,220.0,40.6
5159,인천,낙지류,2023,12,0.0,0.0
5160,인천,낙지류,2024,01,0.0,0.0
5161,인천,낙지류,2024,02,0.0,0.0
5162,인천,낙지류,2024,03,8.0,1.2
5163,인천,낙지류,2024,04,0.0,0.0
5164,인천,낙지류,2024,05,0.0,0.0
5165,인천,낙지류,2024,06,0.0,0.0
5166,인천,낙지류,2024,07,0.0,0.0
5167,인천,낙지류,2024,08,0.0,0.0
5168,인천,낙지류,2024,09,0.0,0.0
5169,인천,낙지류,2024,10,0.0,0.0
5170,인천,넙치류(광어),2023,01,0.0,0.0
5171,인천,넙치류(광어),2023,02,0.0,0.0
5172,인천,넙치류(광어),2023,03,0.0,0.0
5173,인천,넙치류(광어),2023,04,1548.0,5527.9
5174,인천,넙치류(광어),2023,05,11640.0,39836.2
5175,인천,넙치류(광어),2023,06,2771.0,4586.6
5176,인천,넙치류(광어),2023,07,1902.0,3015.6
5177,인천,넙치류(광어),2023,08,3187.0,5166.4
5178,인천,넙치류(광어),2023,09,232.0,250.7
5179,인천,넙치류(광어),2023,10,501.0,516.3
5180,인천,넙치류(광어),2023,11,4516.0,4276.8
5181,인천,넙치류(광어),2023,12,627.0,615.4
5182,인천,넙치류(광어),2024,01,0.0,0.0
5183,인천,넙치류(광어),2024,02,0.0,0.0
5184,인천,넙치류(광어),2024,03,177.0,217.4
5185,인천,넙치류(광어),2024,04,4669.0,8401.2
5186,인천,넙치류(광어),2024,05,24496.0,50326.3
5187,인천,넙치류(광어),2024,06,6575.0,10496.3
5188,인천,넙치류(광어),2024,07,3779.0,4168.9
5189,인천,넙치류(광어),2024,08,5365.0,5596.4
5190,인천,넙치류(광어),2024,09,1214.0,2381.3
5191,인천,넙치류(광어),2024,10,1405.0,1877.7
5214,인천,농어류,2023,01,0.0,0.0
5215,인천,농어류,2023,02,0.0,0.0
5216,인천,농어류,2023,03,0.0,0.0
5217,인천,농어류,2023,04,48.0,48.0
5218,인천,농어류,2023,05,540.0,1489.0
5219,인천,농어류,2023,06,4079.0,5365.0
5220,인천,농어류,2023,07,3642.0,4895.9
5221,인천,농어류,2023,08,3249.0,5877.5
5222,인천,농어류,2023,09,670.0,1026.4
5223,인천,농어류,2023,10,262.0,455.1
5224,인천,농어류,2023,11,961.0,937.6
5225,인천,농어류,2023,12,3.0,3.0
5226,인천,농어류,2024,01,0.0,0.0
5227,인천,농어류,2024,02,0.0,0.0
5228,인천,농어류,2024,03,0.0,0.0
5229,인천,농어류,2024,04,4.0,10.9
5230,인천,농어류,2024,05,371.0,978.4
5231,인천,농어류,2024,06,3082.0,7794.9
5232,인천,농어류,2024,07,2341.0,5980.8
5233,인천,농어류,2024,08,2873.0,5889.4
5234,인천,농어류,2024,09,802.0,1355.0
5235,인천,농어류,2024,10,264.0,430.5
5236,인천,대구,2023,01,0.0,0.0
5237,인천,대구,2023,02,0.0,0.0
5238,인천,대구,2023,03,0.0,0.0
5239,인천,대구,2023,04,0.0,0.0
5240,인천,대구,2023,05,0.0,0.0
5241,인천,대구,2023,06,0.0,0.0
5242,인천,대구,2023,07,0.0,0.0
5243,인천,대구,2023,08,0.0,0.0
5244,인천,대구,2023,09,0.0,0.0
5245,인천,대구,2023,10,0.0,0.0
5246,인천,대구,2023,11,0.0,0.0
5247,인천,대구,2023,12,0.0,0.0
5248,인천,대구,2024,01,0.0,0.0
5249,인천,대구,2024,02,0.0,0.0
5250,인천,대구,2024,03,8.0,16.9
5251,인천,대구,2024,04,0.0,0.0
5252,인천,대구,2024,05,0.0,0.0
5253,인천,대구,2024,06,0.0,0.0
5254,인천,대구,2024,07,0.0,0.0
5255,인천,대구,2024,08,0.0,0.0
5256,인천,대구,2024,09,0.0,0.0
5257,인천,대구,2024,10,0.0,0.0
5258,인천,민어,2023,01,0.0,0.0
5259,인천,민어,2023,02,0.0,0.0
5260,인천,민어,2023,03,0.0,0.0
5261,인천,민어,2023,04,0.0,0.0
5262,인천,민어,2023,05,0.0,0.0
5263,인천,민어,2023,06,0.0,0.0
5264,인천,민어,2023,07,0.0,0.0
5265,인천,민어,2023,08,33.0,249.6
5266,인천,민어,2023,09,6.0,18.8
5267,인천,민어,2023,10,0.0,0.0
5268,인천,민어,2023,11,0.0,0.0
5269,인천,민어,2023,12,0.0,0.0
5270,인천,민어,2024,01,0.0,0.0
5271,인천,민어,2024,02,0.0,0.0
5272,인천,민어,2024,03,0.0,0.0
5273,인천,민어,2024,04,0.0,0.0
5274,인천,민어,2024,05,0.0,0.0
5275,인천,민어,2024,06,8.0,30.2
5276,인천,민어,2024,07,17.0,142.0
5277,인천,민어,2024,08,9.0,22.7
5278,인천,민어,2024,09,2.0,8.9
5279,인천,민어,2024,10,13.0,13.5
5324,인천,복어류,2023,01,0.0,0.0
5325,인천,복어류,2023,02,0.0,0.0
5326,인천,복어류,2023,03,0.0,0.0
5327,인천,복어류,2023,04,0.0,0.0
5328,인천,복어류,2023,05,0.0,0.0
5329,인천,복어류,2023,06,0.0,0.0
5330,인천,복어류,2023,07,0.0,0.0
5331,인천,복어류,2023,08,0.0,0.0
5332,인천,복어류,2023,09,0.0,0.0
5333,인천,복어류,2023,10,0.0,0.0
5334,인천,복어류,2023,11,0.0,0.0
5335,인천,복어류,2023,12,0.0,0.0
5336,인천,복어류,2024,01,0.0,0.0
5337,인천,복어류,2024,02,0.0,0.0
5338,인천,복어류,2024,03,0.0,0.0
5339,인천,복어류,2024,04,0.0,0.0
5340,인천,복어류,2024,05,0.0,0.0
5341,인천,복어류,2024,06,0.0,0.0
5342,인천,복어류,2024,07,0.0,0.0
5343,인천,복어류,2024,08,0.0,0.0
5344,인천,복어류,2024,09,6353.0,317.6
5345,인천,복어류,2024,10,0.0,0.0
5522,인천,조피볼락(우럭),2023,01,43.0,37.9
5523,인천,조피볼락(우럭),2023,02,0.0,0.0
5524,인천,조피볼락(우럭),2023,03,2406.0,1808.5
5525,인천,조피볼락(우럭),2023,04,15759.0,15360.9
5526,인천,조피볼락(우럭),2023,05,16811.0,16513.7
5527,인천,조피볼락(우럭),2023,06,17309.0,10440.9
5528,인천,조피볼락(우럭),2023,07,7540.0,3971.2
5529,인천,조피볼락(우럭),2023,08,8479.0,3828.8
5530,인천,조피볼락(우럭),2023,09,4189.0,1314.7
5531,인천,조피볼락(우럭),2023,10,7518.0,3911.8
5532,인천,조피볼락(우럭),2023,11,7632.0,3576.0
5533,인천,조피볼락(우럭),2023,12,1834.0,1110.8
5534,인천,조피볼락(우럭),2024,01,7208.0,5045.8
5535,인천,조피볼락(우럭),2024,02,0.0,0.0
5536,인천,조피볼락(우럭),2024,03,3696.0,3531.2
5537,인천,조피볼락(우럭),2024,04,24920.0,15253.1
5538,인천,조피볼락(우럭),2024,05,28314.0,23018.0
5539,인천,조피볼락(우럭),2024,06,43865.0,30564.6
5540,인천,조피볼락(우럭),2024,07,18525.0,10803.1
5541,인천,조피볼락(우럭),2024,08,20212.0,11898.3
5542,인천,조피볼락(우럭),2024,09,2405.0,1053.9
5543,인천,조피볼락(우럭),2024,10,8015.0,3854.0
5544,인천,주꾸미,2023,01,0.0,0.0
5545,인천,주꾸미,2023,02,0.0,0.0
5546,인천,주꾸미,2023,03,1132.0,327.1
5547,인천,주꾸미,2023,04,9854.0,1500.3
5548,인천,주꾸미,2023,05,0.0,0.0
5549,인천,주꾸미,2023,06,0.0,0.0
5550,인천,주꾸미,2023,07,0.0,0.0
5551,인천,주꾸미,2023,08,0.0,0.0
5552,인천,주꾸미,2023,09,1811599.0,66494.4
5553,인천,주꾸미,2023,10,578229.0,37303.6
5554,인천,주꾸미,2023,11,154481.0,11757.4
5555,인천,주꾸미,2023,12,0.0,0.0
5556,인천,주꾸미,2024,01,0.0,0.0
5557,인천,주꾸미,2024,02,0.0,0.0
5558,인천,주꾸미,2024,03,918.0,65.6
5559,인천,주꾸미,2024,04,2882.0,173.9
5560,인천,주꾸미,2024,05,0.0,0.0
5561,인천,주꾸미,2024,06,0.0,0.0
5562,인천,주꾸미,2024,07,0.0,0.0
5563,인천,주꾸미,2024,08,0.0,0.0
5564,인천,주꾸미,2024,09,5369176.0,217018.8
5565,인천,주꾸미,2024,10,1611687.0,81757.4
5566,인천,참돔,2023,01,0.0,0.0
5567,인천,참돔,2023,02,0.0,0.0
5568,인천,참돔,2023,03,0.0,0.0
5569,인천,참돔,2023,04,0.0,0.0
5570,인천,참돔,2023,05,818.0,2106.7
5571,인천,참돔,2023,06,6614.0,10415.3
5572,인천,참돔,2023,07,2133.0,3662.0
5573,인천,참돔,2023,08,429.0,833.9
5574,인천,참돔,2023,09,194.0,265.6
5575,인천,참돔,2023,10,0.0,0.0
5576,인천,참돔,2023,11,0.0,0.0
5577,인천,참돔,2023,12,0.0,0.0
5578,인천,참돔,2024,01,0.0,0.0
5579,인천,참돔,2024,02,0.0,0.0
5580,인천,참돔,2024,03,0.0,0.0
5581,인천,참돔,2024,04,17.0,28.1
5582,인천,참돔,2024,05,4318.0,6682.3
5583,인천,참돔,2024,06,8037.0,10181.3
5584,인천,참돔,2024,07,1782.0,2057.3
5585,인천,참돔,2024,08,2195.0,3308.9
5586,인천,참돔,2024,09,37.0,49.7
5587,인천,참돔,2024,10,0.0,0.0
5632,전남,가자미류,2023,01,109.0,62.8
5633,전남,가자미류,2023,02,5165.0,3011.1
5634,전남,가자미류,2023,03,17840.0,15306.5
5635,전남,가자미류,2023,04,17616.0,13705.1
5636,전남,가자미류,2023,05,2088.0,1305.5
5637,전남,가자미류,2023,06,501.0,386.4
5638,전남,가자미류,2023,07,76.0,64.8
5639,전남,가자미류,2023,08,0.0,0.0
5640,전남,가자미류,2023,09,0.0,0.0
5641,전남,가자미류,2023,10,40.0,16.7
5642,전남,가자미류,2023,11,81.0,41.6
5643,전남,가자미류,2023,12,93.0,58.7
5644,전남,가자미류,2024,01,20.0,20.0
5645,전남,가자미류,2024,02,7995.0,3374.4
5646,전남,가자미류,2024,03,10051.0,4466.0
5647,전남,가자미류,2024,04,6725.0,2235.3
5648,전남,가자미류,2024,05,888.0,304.8
5649,전남,가자미류,2024,06,27.0,9.9
5650,전남,가자미류,2024,07,11.0,5.3
5651,전남,가자미류,2024,08,10.0,5.2
5652,전남,가자미류,2024,09,5.0,4.1
5653,전남,가자미류,2024,10,0.0,0.0
5676,전남,감성돔,2023,01,9167.0,8687.6
5677,전남,감성돔,2023,02,4583.0,4749.9
5678,전남,감성돔,2023,03,13886.0,14191.8
5679,전남,감성돔,2023,04,13239.0,13874.5
5680,전남,감성돔,2023,05,1041.0,1366.8
5681,전남,감성돔,2023,06,9141.0,8721.8
5682,전남,감성돔,2023,07,3054.0,2221.2
5683,전남,감성돔,2023,08,11758.0,6759.3
5684,전남,감성돔,2023,09,36577.0,19774.1
5685,전남,감성돔,2023,10,52197.0,22641.8
5686,전남,감성돔,2023,11,30758.0,16164.8
5687,전남,감성돔,2023,12,27401.0,25635.1
