방류기간,지역순번,지역,기관,품종순번,품종,방류구분,방류물량1,단위1,방류물량2,단위2,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,방류장소명,위도,경도,비고,하천,시도 제출여부,FIRA 제출여부,FIRA 마감,중복여부,특성,값
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,64,붕어,매입방류,30000,마리,,,,,2160,,540,,2700,,,2700,90,90,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 삼례읍 해전리 969,35.8961553,127.0577294,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,64,붕어,매입방류,15000,마리,,,,,1080,,270,,1350,,,1350,90,90,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 소양면 대흥리 405,35.9038229,127.2393404,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,64,붕어,매입방류,13000,마리,,,,,936,,234,,1170,,,1170,90,90,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 고산면 양야리 산160-10,35.9286111,127.2088889,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,64,붕어,매입방류,40000,마리,,,,,2880,,720,,3600,,,3600,90,90,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 신상길 45,35.9227181,127.1590215,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,64,붕어,매입방류,14000,마리,,,,,1008,,252,,1260,,,1260,90,90,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 소양면 명덕리 1357,35.8696332,127.2045495,,,Y,Y,Y,N,방류연도,2022
2022-08-04 ~ 2022-08-04,6,전북,전라북도 고창군,64,붕어,매입방류,345715,마리,,,,,29040,,7260,,36300,,,36300,105,110,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 고창군 심원면 연화리 600,35.5126742,126.5526781,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 진안군,64,붕어,매입방류,833334,마리,,,0,0,80000,,20000,,100000,0,0,100000,120,120,전장 4,05~1,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 진안군 상전면 용평리 1411,35.8822008,127.4915634,,,Y,Y,Y,N,방류연도,2022
2022-08-31 ~ 2022-08-31,6,전북,전라북도 임실군,64,붕어,매입방류,45500,마리,,,,,3895,,973,,4868,,,4868,107,120,전장 4,1~1,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 임실군 오수면 오수리 680,35.5370919,127.3309906,"지방하천 오수천 붕어 45,500미 방류",,Y,Y,Y,N,방류연도,2022
2022-08-01 ~ 2022-08-01,6,전북,전라북도 임실군,64,붕어,매입방류,133800,마리,,,,,11776,,2944,,14720,,,14720,110,120,전장 4,1~1,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 임실군 강진면 호국로 212,35.5410813,127.1728917,"국가하천 섬진강 63,800미 방류지방하천 갈담천 70,000미 방류",,Y,Y,Y,N,방류연도,2022
2022-07-26 ~ 2022-07-26,6,전북,전라북도 임실군,64,붕어,매입방류,440000,마리,,,,,31328,,7832,,39160,,,39160,89,100,전장 4,1~1,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 임실군 성수면 삼청리 303,35.6179435,127.3412097,"임실군 관내 저수지 8곳 방류성수면 삼청제, 오수면 봉산제, 지사면 탑날저수지, 삼계면 성동제, 운암면 기암제, 신덕면 옹골제, 신평면 가덕제, 관촌면 골용방죽각 5만5천미씩 방류",,Y,Y,Y,N,방류연도,2022
2022-10-06 ~ 2022-10-06,6,전북,전라북도 장수군,64,붕어,매입방류,46047,마리,,,,,,,4000,,4000,,,4000,90,90,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 장수군 시장로 51-32,35.6547325,127.5150389,,,Y,Y,Y,N,방류연도,2022
2022-07-21 ~ 2022-07-21,6,전북,전라북도 부안군,64,붕어,무상방류,40000,마리,,,,,,,,,0,,,0,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 부안군 주산면 사산리 638,35.6648021,126.683175,,,Y,Y,Y,Y(3),방류연도,2022
2022-08-19 ~ 2022-08-19,6,전북,전라북도 부안군,64,붕어,매입방류,200000,마리,,,,,16000,,4000,,20000,,,20000,100,100,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 부안군 상서면 감교리 70,35.66665,126.6827459,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,5,충남,충청남도 예산군,64,붕어,매입방류,263049,마리,,,,,45000,,5000,,50000,,,50000,190,220,전장 7,3~4,지자체사업/수산종자관리사업,수산종자매입방류,충청남도 예산군 대흥면 노동리 114-1,36.6383971,126.8130258,예당호 교란어종의 득세로 방류종자 크기를 7~ 10cm 이상 방류,,Y,Y,Y,N,방류연도,2022
2022-09-29 ~ 2022-09-29,5,충남,충청남도 수산자원연구소,64,붕어,생산방류,135000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 청양군 장평면 지천리 101-3,36.3892037,126.862874,,,Y,Y,Y,N,방류연도,2022
2022-09-29 ~ 2022-09-29,5,충남,충청남도 수산자원연구소,64,붕어,생산방류,30000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 청양군 장평면 까치내로 653-12,36.3916755,126.8600965,,,Y,Y,Y,Y(4),방류연도,2022
2022-09-27 ~ 2022-09-27,5,충남,충청남도 수산자원연구소,64,붕어,생산방류,170000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 논산시 부적면 부적로 721-10,36.1918162,127.1723773,,,Y,Y,Y,N,방류연도,2022
2022-07-26 ~ 2022-07-26,5,충남,충청남도 청양군,64,붕어,매입방류,180000,마리,,,,,4968,,11592,,16560,,,16560,98,100,전장 4,~,지자체사업/수산종자관리사업,금강목장화,충청남도 청양군 대치면 작천리 137,36.3928801,126.8602688,,,Y,Y,Y,N,방류연도,2022
2022-06-03 ~ 2022-08-03,5,충남,충청남도 서천군,64,붕어,매입방류,64890,마리,,,,,1200,,2800,,4000,,,4000,88,92,,~,기타 지자체사업,내수면 우량종자 방류,충청남도 서천군 판교면 흥림리 706,36.1273156,126.6892865,,,Y,Y,Y,N,방류연도,2022
2022-05-25 ~ 2022-05-25,5,충남,충청남도 논산시,64,붕어,매입방류,736842,마리,,,,,63000,,7000,,70000,,,70000,95,100,전장 4,0.82~0.83,지자체사업/수산종자관리사업,수산종자매입방류,충청남도 논산시 부적면 신풍리 52,36.1792792,127.1739657,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,4,충북,충청북도 음성군,64,붕어,무상방류,871000,마리,,,,,4000,,16000,,20000,,,20000,0,0,전장 4,,기타 지자체사업,기타 지자체사업,충청북도 음성군 금왕읍 백야로 320 외 7개소,36.967773,127.603303,,,Y,Y,Y,N,방류연도,2022
2022-08-16 ~ 2022-08-16,4,충북,충청북도 제천시,64,붕어,생산방류,258400,마리,,,,,,,25000,,25000,,,25000,100,,,~,지자체사업/수산종자관리사업,2022년 어업인 공동치어생산 보상지원,충청북도 제천시 금성면 성내리 157,37.0298073,128.1756191,,,Y,Y,Y,N,방류연도,2022
2022-07-01 ~ 2022-07-01,4,충북,충청북도 진천군,64,붕어,매입방류,44447,마리,,,,0,2000,0,4667,,6667,,,6667,142.42,150,전장 5,0.6~0.66,지자체사업/수산종자관리사업,수산종자매입방류,충청북도 진천군 진천읍 건송리 269-4,36.8671553,127.3996705,,,Y,Y,Y,N,방류연도,2022
2022-07-01 ~ 2022-07-01,4,충북,충청북도 진천군,64,붕어,매입방류,195615,마리,,,,0,22500,0,2500,,25000,0,0,25000,143,150,전장 5,0.6~0.66,지자체사업/수산종자관리사업,수산종자매입방류,충청북도 진천군 초평면 화산리 1010,36.8163024,127.5156329,,,Y,Y,Y,N,방류연도,2022
2022-07-21 ~ 2022-07-21,4,충북,충청북도 충주시,64,붕어,생산방류,642003,마리,,,,,3957,,15827,,19784,,,19784,,,,~,기타 지자체사업,토종붕어 대량생산지원,충청북도 충주시 동량면 하천리 440,37.0298022,128.0383279,,,Y,Y,Y,N,방류연도,2022
2022-08-09 ~ 2022-08-09,4,충북,충청북도 옥천군,64,붕어,매입방류,430570,마리,,,,,10999,,43996,,54995,,,54995,127,127,전장 4.2,1.4~1.9,기타 지자체사업,토종붕어 대량생산 지원,충청북도 옥천군 군북면 비야대정로 739 (방아실 선착장),36.3849102,127.5410094,"보조금(시설비, 인건비, 사료비 등)을 지원받아 대량양식하여 방류(금강유원지자율관리)",,Y,Y,Y,N,방류연도,2022
2022-07-29 ~ 2022-07-29,4,충북,충청북도 옥천군,64,붕어,생산방류,226341,마리,,,,,3000,,12000,,15000,,,15000,66,66,전장 4,1.5~1.6,기타 지자체사업,토종붕어 대량생산지원,충청북도 옥천군 이원면 용방리 1183-13 (옥천학생수련원 앞),36.2558346,127.6343673,"보조금(시설비, 인건비, 사료비 등)을 지원받아 대량양식하여 방류(옥천금강다슬기자율)",,Y,Y,Y,N,방류연도,2022
2022-08-05 ~ 2022-08-05,4,충북,충청북도 옥천군,64,붕어,생산방류,296334,마리,,,,,10999,,43996,,54995,,,54995,185,185,전장 4,1.1~1.2,기타 지자체사업,토종붕어 대량생산지원,충청북도 옥천군 옥천읍 수북리 5-3,36.3170059,127.6134002,"보조금(시설비, 인건비, 사료비 등)을 지원받아 대량양식하여 방류(향수어업공동체)",,Y,Y,Y,N,방류연도,2022
2022-07-07 ~ 2022-07-07,4,충북,충청북도 보은군,64,붕어,매입방류,272295,마리,,,,,,,28500,,28500,,,28500,116,120,전장 4,0.6~0.73,지자체사업/수산종자관리사업,수산종자매입방류,대청호,35.4453762,127.5791926,대청호,,Y,Y,Y,N,방류연도,2022
2022-07-04 ~ 2022-07-04,4,충북,충청북도 보은군,64,붕어,매입방류,89546,마리,,,,,2800,,6533,,9333,,,9333,110,120,전장 4,0.66~0.66,지자체사업/수산종자관리사업,수산종자매입방류,보은군청,36.4893953,127.729483,각 읍면 하천 및 저수지,,Y,Y,Y,N,방류연도,2022
2022-04-08 ~ 2022-04-08,12,경기,경기도 해양수산자원연구소,,빙어,생산방류,250000,마리,,,,,13000,,,,13000,,,13000,,,전장 0.5,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 평택시 포승읍 원정리 1021-2,37.0096845,126.8173528,,,Y,Y,Y,N,방류연도,2022
2022-04-07 ~ 2022-04-07,12,경기,경기도 해양수산자원연구소,,빙어,생산방류,300000,마리,,,,,13000,,,,13000,,,13000,,,전장 0.5,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 안산시 단원구 선감동 738,37.202769,126.6532982,,,Y,Y,Y,N,방류연도,2022
2022-04-08 ~ 2022-04-08,12,경기,경기도 해양수산자원연구소,,빙어,생산방류,150000,마리,,,,,13000,,,,13000,,,13000,,,전장 0.5,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 화성시 장안면 장안리 2642,37.0279821,126.858294,,,Y,Y,Y,N,방류연도,2022
2022-03-29 ~ 2022-04-29,12,경기,경기도 해양수산자원연구소,,빙어,생산방류,350000,마리,,,,,13000,,,,13000,,,13000,,,전장 0.5,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 화성시 장안면 장안리 2642 남양호,37.0279781,126.8584824,,,Y,Y,Y,Y(2),방류연도,2022
2022-03-29 ~ 2022-03-29,12,경기,경기도 해양수산자원연구소,,빙어,생산방류,350000,마리,,,,,13000,,,,13000,,,13000,,,전장 0.5,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 평택시 남양만로 98-30,37.0103014,126.8240476,,,Y,Y,Y,Y(2),방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 고성군,,빙어,무상방류,2000000,마리,,,,,,,,,0,,,0,0,0,전장 0.5,~,기타 지자체사업,경상남도수산자원연구소민물고기연구센터 방류,경상남도 고성군 대가면 암전리 502,35.0039224,128.305496,,,Y,Y,Y,N,방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 사천시,,빙어,무상방류,1000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,빙어 치어 방류,경상남도 사천시 곤명면 성방리 119-2,35.0915103,127.9717785,,,Y,Y,Y,N,방류연도,2022
2022-03-21 ~ 2022-03-21,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,2000000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 하동군 청암면 중이리 1482-1,35.1718654,127.7809575,,,Y,Y,Y,Y(2),방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,500000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 산청군 금서면 특리 1318,35.4403135,127.8560561,,,Y,Y,Y,Y(4),방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,500000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 산청군 신등면 장천리 1369,35.4346989,127.9828483,,,Y,Y,Y,Y(4),방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,1000000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 산청군 신등면 율곡사길 182 율곡사,35.416423,127.9666836,,,Y,Y,Y,Y(4),방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,500000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 고성군 영현면 신분리 85,35.0736628,128.2298346,,,Y,Y,Y,Y(4),방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,500000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 고성군 고성읍 이당리 501,34.9793243,128.2730062,,,Y,Y,Y,Y(4),방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,1000000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 고성군 대가면 암전리 502,35.0039224,128.305496,,,Y,Y,Y,Y(4),방류연도,2022
2022-04-18 ~ 2022-04-18,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,1000000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 사천시 벌용동 465,34.9595073,128.0990999,,,Y,Y,Y,Y(4),방류연도,2022
2022-03-22 ~ 2022-03-22,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,2000000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 합천군 대병면 회양관광단지길 28-4 광암정,35.5236611,128.0184259,,,Y,Y,Y,Y(2),방류연도,2022
2022-03-22 ~ 2022-03-22,10,경남,경상남도 수산자원연구소 ,,빙어,생산방류,1000000,마리,,,,,,,,,0,,,0,,,전장 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 밀양시 초동면 신호리 310-1,35.4061594,128.6832276,,,Y,Y,Y,Y(4),방류연도,2022
2022-07-29 ~ 2022-07-29,9,경북,경상북도 수산자원연구원,,빙어,시험방류,30000,마리,,,,,99000,,,,99000,,,99000,,,전장 3,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 안동시 도산면 도산서원길 154 도산서원,36.7264859,128.8691628,,,Y,Y,Y,N,방류연도,2022
2022-03-17 ~ 2022-03-17,8,강원,강원특별자치도 인제군,,빙어 (수정란),무상방류,50000000,마리,,,,,,,,,0,,,0,0,0,,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 인제군 남면 상수내리 산69-3,37.9738877,128.057496,"* 강원도 내수면자원센터 주관 빙어 수정란 무상지원빙어 수정란 : 50,000,000개채란상 설치 완료-로프 개수 : 5개-수하연(채란상 연결끈) 길이 : 20~30cm",,Y,Y,Y,N,방류연도,2022
2022-03-18 ~ 2022-03-18,8,강원,강원특별자치도 내수면자원센터,,빙어 (수정란),생산방류,20000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 춘천시 북산면 오항리 120-1,37.9763511,127.9048857,,,Y,Y,Y,Y(2),방류연도,2022
2022-03-17 ~ 2022-03-17,8,강원,강원특별자치도 내수면자원센터,,빙어 (수정란),생산방류,50000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 인제군 남면 부평리 산85-2,37.9839515,128.104073,,,Y,Y,Y,N,방류연도,2022
2022-03-18 ~ 2022-03-18,8,강원,강원특별자치도 내수면자원센터,,빙어 (수정란),생산방류,25000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 양구군 양구읍 웅진리 산61-2,38.0393002,127.9632494,,,Y,Y,Y,Y(2),방류연도,2022
2022-03-18 ~ 2022-03-18,8,강원,강원특별자치도 내수면자원센터,,빙어 (수정란),생산방류,25000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 양구군 양구읍 월명리 692-1,38.1173892,127.8978459,,,Y,Y,Y,Y(2),방류연도,2022
2022-03-18 ~ 2022-03-18,8,강원,강원특별자치도 내수면자원센터,,빙어 (수정란),생산방류,20000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 춘천시 사북면 원평리 산84-1,38.0116471,127.6455658,,,Y,Y,Y,Y(2),방류연도,2022
2022-03-15 ~ 2022-03-15,5,충남,충청남도 수산자원연구소,,빙어 (수정란),생산방류,5000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 아산시 영인면 영인로 78,36.8565139,126.954771,,,Y,Y,Y,N,방류연도,2022
2022-03-15 ~ 2022-03-15,5,충남,충청남도 수산자원연구소,,빙어 (수정란),생산방류,2500000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 당진시 대호지면 대촌길 143-53,36.971175,126.5094577,,,Y,Y,Y,Y(2),방류연도,2022
2022-03-15 ~ 2022-03-15,5,충남,충청남도 수산자원연구소,,빙어 (수정란),생산방류,2500000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 아산시 인주면 문방리,36.8837938,126.8559978,,,Y,Y,Y,Y(2),방류연도,2022
2022-03-15 ~ 2022-03-15,5,충남,충청남도 수산자원연구소,,빙어 (수정란),생산방류,3000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 서산시 대산읍 운산리 1040,36.9362883,126.4771529,,,Y,Y,Y,N,방류연도,2022
2022-03-15 ~ 2022-03-15,5,충남,충청남도 수산자원연구소,,빙어 (수정란),생산방류,2000000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 서산시 지곡면 화천리 302-2,36.8634918,126.4368866,,,Y,Y,Y,N,방류연도,2022
2022-03-10 ~ 2022-03-10,4,충북,충청북도 음성군,,빙어 (수정란),무상방류,1200000,마리,,,,,,,,,0,,,0,,,,~,기타 지자체사업,2022년 빙어 수정란 이식사업,충청북도 음성군 원남면 하당리 541,36.9097383,127.666588,,,Y,Y,Y,N,방류연도,2022
2022-03-10 ~ 2022-03-10,4,충북,충청북도 음성군,,빙어 (수정란),무상방류,1600000,마리,,,,,,,,,0,,,0,,,,~,기타 지자체사업,2022년 빙어 수정란 이식사업,충청북도 음성군 생극면 차평리 50,37.0498902,127.6219799,,,Y,Y,Y,Y(3),방류연도,2022
2022-03-10 ~ 2022-03-10,4,충북,충청북도 음성군,,빙어 (수정란),무상방류,2400000,마리,,,,,,,,,0,,,0,,,,~,기타 지자체사업,2022년 빙어 수정란 이식사업,충청북도 음성군 맹동면 통동리 117,36.8978213,127.5709031,,,Y,Y,Y,N,방류연도,2022
2022-03-10 ~ 2022-03-10,4,충북,충청북도 음성군,,빙어 (수정란),무상방류,1600000,마리,,,,,,,,,0,,,0,,,,~,기타 지자체사업,2022년 빙어 수정란 이식사업,충청북도 음성군 원남면 주봉리 406,36.8666326,127.6767271,,,Y,Y,Y,Y(3),방류연도,2022
2022-03-10 ~ 2022-03-10,4,충북,충청북도 음성군,,빙어 (수정란),무상방류,1600000,마리,,,,0,0,0,0,,0,0,0,0,,,,~,기타 지자체사업,2022년 빙어 수정란 이식사업,충청북도 음성군 금왕읍 백야리 18,36.9722574,127.6032868,,,Y,Y,Y,Y(3),방류연도,2022
2022-01-01 ~ 2022-12-31,10,경남,경상남도 하동군,,새꼬막,매입방류,10736315,마리,,,,,9840,,22960,,32800,,8200,41000,3.82,3.82,각장 2,1.67~1.67,지자체사업/수산종자관리사업,마을앞바다 소득원 조성,경상남도 하동군 진교면 소전방길 17-4,35.0050217,127.9090437,"새꼬막 방류 시행 (양포 해역)계약단가 : kg당 2,283원기초단가 : kg당 2,283원마리당 중량 예상값 : 1.67g예상 총 중량 : 17,959kg마리당 단가 계산식 : (단가/1000) X (총중량(g)/마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,2,인천,인천광역시 중구,,새꼬막,매입방류,3222222,마리,,,,15000,,15000,,,30000,,,30000,10.65,12.06,각장 2,2.43~2.43,지자체사업/수산종자관리사업,패류종패 살포지원사업,"인천광역시 중구 덕교동, 을왕동",37.4341489,126.4142706,"실방류량 : 7,830kg 살포계약단가 : kg당 4,384원기초단가 : kg당 4,963원마리당 중량 값 : 2.43g마리당 단가 계산식 : (단가/1000) X (총중량(g)/마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
2022-06-04 ~ 2022-06-04,7,전남,전라남도 해남군,,새꼬막,매입방류,1563150,마리,,,,,,,9448,,9448,,,9448,6.04,6.82,각장 1,2.35~2.35,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 해남군 화산면 무학,34.489793,126.472137,"마리당 중량 예상값 : 2.35g예상 총 중량 : 3,678kg계약단가 : kg당 2,569원기초단가 : kg당 2,900원마리당 단가 계산식 : (단가/1000) X (총중량(g)/마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
2022-06-04 ~ 2022-06-04,7,전남,전라남도 해남군,,새꼬막,매입방류,1700000,마리,,,,,,,10276,,10276,,,10276,6.04,6.82,각장 1,2.35~2.35,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 해남군 북일면 방산,34.440541,126.700925,"마리당 중량 예상값 : 2.35g예상 총 무게 : 4000kg계약단가 : kg당 2,569원기초단가 : kg당 2,900원마리당 단가 계산식 : (단가/1000) X (총중량(g)/마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,Y(2),방류연도,2022
2022-06-04 ~ 2022-06-04,7,전남,전라남도 해남군,,새꼬막,매입방류,1700000,마리,,,,,,,10276,,10276,,,10276,6.04,6.82,각장 1,2.35~2.35,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 해남군 북일면 만수,34.4342522,126.6643043,"마리당 중량 예상값 : 2.35g예상 총 무게 : 4,000kg계약단가 : kg당 2,569원기초단가 : kg당 2,900원마리당 단가 계산식 : (단가/1000) X (총중량(g)/예상 마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,Y(2),방류연도,2022
2022-01-01 ~ 2022-12-31,7,전남,전라남도 해양수산과학원,,새조개,시험방류,30000,마리,,,,,20000,,,,20000,,,20000,,,각장 1,,기타 지자체사업,새조개 양식 산업화 기술개발,전라남도 여수시 화정면 백야리,34.6232426,127.6257562,새조개 양식연구용 종자생산 부산물 방류,,Y,Y,Y,N,방류연도,2022
2022-07-11 ~ 2022-07-11,5,충남,충청남도 수산자원연구소,,새조개,생산방류,500000,마리,,,,,,,,,0,,,0,,,각장 0.5,~,지자체사업/수산종자관리사업,지역특산 해양수산자원 조성,대한민국,36.5225016,126.458468,,,Y,Y,Y,N,방류연도,2022
2022-08-17 ~ 2022-08-17,8,강원,강원특별자치도 춘천시,66,쏘가리,매입방류,21591,마리,,,,,16800,,3200,,20000,,,20000,926.3,975.1,전장 3.0,0.26~0.28,지자체사업/수산종자관리사업,수산종자매입방류,강원도 춘천시 남면 박암리 228,37.7209327,127.5396572,,,Y,Y,Y,N,방류연도,2022
2022-07-05 ~ 2022-07-05,8,강원,강원특별자치도 홍천군,66,쏘가리,매입방류,32120,마리,,,,,21621,,4118,,25739,,,25739,855.16,975.1,전장 3.7,13.9~14.7,지자체사업/수산종자관리사업,수산종자매입방류,강원도 홍천군 서면 반곡리 10-3,37.6884352,127.6884132,,,Y,Y,Y,N,방류연도,2022
2022-10-13 ~ 2022-10-13,8,강원,강원특별자치도 인제군,66,쏘가리,매입방류,46729,마리,,,,,,,40000,,40000,,,40000,856,975.1,전장 6.29,1.933~1.933,지자체사업/수산종자관리사업,수산종자매입방류,강원도 인제군 남면 빙어마을길 48-12,38.0014468,128.1106246,"* 내수면 향토어종 방류[자체]- 방류어종 : 쏘가리- 방류장소 : 인제군 남면 신남선착장 소양호 일원- 방류내역 : 46,729마리, 4천만원(군비)",,Y,Y,Y,N,방류연도,2022
2022-07-29 ~ 2022-07-29,8,강원,강원특별자치도 원주시,66,쏘가리,매입방류,76800,마리,,,,,57624,,10976,,68600,,,68600,931,950,전장 3,0.31~0.34,지자체사업/수산종자관리사업,수산종자매입방류,강원도 원주시 지정면 간현리 1116,37.358211,127.8322884,,,Y,Y,Y,N,방류연도,2022
2022-07-20 ~ 2022-07-20,8,강원,강원특별자치도 정선군,66,쏘가리,매입방류,11892,마리,,,,,7392,,1408,,8800,,,8800,740,800,전장 3,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 정선군 여량면 여량리 산15,37.4657899,128.7270409,,,Y,Y,Y,Y(2),방류연도,2022
2022-07-20 ~ 2022-07-20,8,강원,강원특별자치도 정선군,66,쏘가리,매입방류,11892,마리,,,,,7392,,1408,,8800,,,8800,740,800,전장 3,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 정선군 정선읍 봉양리 951-1,37.3759223,128.6169646,,,Y,Y,Y,Y(2),방류연도,2022
2022-06-27 ~ 2022-06-27,8,강원,강원특별자치도 양구군,66,쏘가리,매입방류,70137,마리,,,,,50406,,9594,,60000,,,60000,855.47,975,전장 3,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 양구군 양구읍 월명리 692-1,38.1173714,127.8978364,,,Y,Y,Y,N,방류연도,2022
