시도,어종명,항목,단위,2023.01 월,2023.02 월,2023.03 월,2023.04 월,2023.05 월,2023.06 월,2023.07 월,2023.08 월,2023.09 월,2023.10 월,2023.11 월,2023.12 월,2024.01 월,2024.02 월,2024.03 월,2024.04 월,2024.05 월,2024.06 월,2024.07 월,2024.08 월,2024.09 월,2024.10 월
전북,꽃게,총마릿수[마리],마리,,,,,,,,179,,,,,,,,,,,,,,
전북,꽃게,총중량[kg],kg,,,,,,,,53.6,,,,,,,,,,,,,,
전북,갑오징어류,총마릿수[마리],마리,,,,,568,13404,4124,839,12129,575612,61420,,,,,3120,16403,23715,,95,26531,425032
전북,갑오징어류,총중량[kg],kg,,,,,283.9,4843.6,1443.7,293.7,4245.2,167413.8,21010.2,,,,,2184.7,10819.1,15651,,30.5,11444.3,150895.5
전북,낙지류,총마릿수[마리],마리,,,,,,,,,,,,,,,42,,,,,,,
전북,낙지류,총중량[kg],kg,,,,,,,,,,,,,,,6.1,,,,,,,
전북,문어류,총마릿수[마리],마리,,,,,,,36,7624,11697,16981,4798,197,,,,,,,162869,156100,119375,162461
전북,문어류,총중량[kg],kg,,,,,,,10.7,2349.7,6935.8,20280.3,4709,118,,,,,,,53895.7,61319.2,85198.2,131205.1
전북,주꾸미,총마릿수[마리],마리,,,,1092,,,,15677,5200782,1589756,198636,38075,,207,10310,82904,,,,,1343711,244693
전북,주꾸미,총중량[kg],kg,,,,163.8,,,,940.6,168851.1,60664.3,9181.3,3046,,22.8,1146.1,6411.6,,,,,50335.3,11479.9
전북,살오징어,총마릿수[마리],마리,,,,,,291,55493,,,,,,,,,,,,,,,
전북,살오징어,총중량[kg],kg,,,,,,116.4,12933.4,,,,,,,,,,,,,,,
전남,가오리류,총마릿수[마리],마리,,16,6,,,,,,,35,,7,,393,125,,33,20,11,54,23,11
전남,가오리류,총중량[kg],kg,,16.2,6.4,,,,,,,55.2,,13.3,,366,116,,90,43.7,18.6,155.9,33.4,5.5
전남,가자미류,총마릿수[마리],마리,109,5165,17840,17616,2088,501,76,,,40,81,93,20,7995,10051,6725,888,27,11,10,5,
전남,가자미류,총중량[kg],kg,62.8,3011.1,15306.5,13705.1,1305.5,386.4,64.8,,,16.7,41.6,58.7,20,3374.4,4466,2235.3,304.8,9.9,5.3,5.2,4.1,
전남,갈치,총마릿수[마리],마리,,,,,42163,442157,23624,1559916,1884482,1618573,761746,111575,3810,,,,18973,190815,,1474714,816432,586365
전남,갈치,총중량[kg],kg,,,,,15729.8,141189.4,6477.6,522480.6,778903.5,656197.7,292561.3,45301.2,1905.2,,,,4406.5,55607.9,,466802.9,267579.8,186663.9
전남,고등어,총마릿수[마리],마리,,,,,,,328,3552,2198,,,,,20,,,,216,460,4902,1078,860
전남,고등어,총중량[kg],kg,,,,,,,152.4,2132.7,1338.1,,,,,6.6,,,,43.3,57.5,1628.6,420.6,227.3
전남,학공치,총마릿수[마리],마리,2082,2314,,,,,,,,200,,667,,,,,,,,,,647
전남,학공치,총중량[kg],kg,5.9,6.5,,,,,,,,26.7,,40,,,,,,,,,,49.1
전남,넙치류(광어),총마릿수[마리],마리,,,2621,500,1452,35,48,34,44,61,220,53,63,28,29,58,54,199,4,59,21,7
전남,넙치류(광어),총중량[kg],kg,,,4721.6,854.9,2518.1,80.8,29.8,13.4,40.7,89.5,388.2,93.4,128.1,67.5,87,119.8,132.2,190.3,7.5,61.5,16,21.9
전남,농어류,총마릿수[마리],마리,70,5,3331,7968,8516,14147,5158,3552,4894,3797,1736,589,682,75,141,2207,8102,20350,11621,2345,2201,1925
전남,농어류,총중량[kg],kg,70.1,5.4,6263.3,14260.4,13250.8,19375.7,8135,4678.7,5197.5,3397.4,1822.3,561.3,1088.6,78.2,156.1,3514.3,12901.4,38693.7,16816.7,3497.4,2484.4,2300.8
전남,능성어,총마릿수[마리],마리,,,,,538,,,143,13,,,,,,13,269,5,264,16,31,238,60
전남,능성어,총중량[kg],kg,,,,,417.9,,,249.6,12.1,,,,,,22.3,346.8,8,161.6,15.9,19.7,126.3,48.7
전남,참다랑어,총마릿수[마리],마리,,,,,,,,,,,7,7,,,,,,,,6,139,
전남,참다랑어,총중량[kg],kg,,,,,,,,,,,7.5,3.6,,,,,,,,4.1,416.8,
전남,기타다랑어류,총마릿수[마리],마리,,,,,,,,,,,,,,,,,,13,,,,47
전남,기타다랑어류,총중량[kg],kg,,,,,,,,,,,,,,,,,,19.7,,,,94.7
전남,감성돔,총마릿수[마리],마리,9167,4583,13886,13239,1041,9141,3054,11758,36577,52197,30758,27401,19327,16262,17654,37751,,9723,3414,10007,44113,81278
전남,감성돔,총중량[kg],kg,8687.6,4749.9,14191.8,13874.5,1366.8,8721.8,2221.2,6759.3,19774.1,22641.8,16164.8,25635.1,26231.4,18882.5,19153.1,37548.8,,6479.6,1969,5559.6,20066.5,40045.9
전남,옥돔류,총마릿수[마리],마리,,,,,,,,,,,,7,69,,,,19,,,,,
전남,옥돔류,총중량[kg],kg,,,,,,,,,,,,2.2,27.4,,,,12.9,,,,,
전남,참돔,총마릿수[마리],마리,21554,19603,8795,4115,6600,10231,3536,7960,7210,20201,25321,24663,21565,15195,23899,9538,2702,3404,4279,7951,14186,17063
전남,참돔,총중량[kg],kg,17791.6,18528.9,8173,4303.3,5997.2,8357.5,1660.9,4680.4,5285.5,10573.5,16579.6,20711.6,25401.4,8514.5,23455.7,9300.8,2507.6,2240,3391.4,5219.5,11971.6,15238.6
전남,돌돔(줄돔),총마릿수[마리],마리,429,216,203,838,1336,536,1714,2476,3231,2335,1328,1300,360,3954,5324,3532,1291,2472,5399,4271,6111,7464
전남,돌돔(줄돔),총중량[kg],kg,373.1,124,305.5,635,1222.6,288.1,1545.3,1543,2037.2,1238.2,572.8,821.7,554.7,2427.2,3912.5,2428.2,1342.4,1800.4,5067.2,4297.9,4048.6,4901.1
전남,기타돔류,총마릿수[마리],마리,,,,,2225,11273,6034,6056,8902,3142,406,87,,1991,17141,22769,84473,98009,25645,69937,48908,35801
전남,기타돔류,총중량[kg],kg,,,,,900.8,12422.3,5115.4,4859.5,6352.4,1800.7,249.7,57,,1320.9,5291.7,10649.5,44792.2,48803.2,14763.6,32766.2,23868.7,16015.5
전남,민어,총마릿수[마리],마리,,,26,281,1498,3628,5692,4746,2573,998,79,,,,9,,417,5140,3757,1807,17,82
전남,민어,총중량[kg],kg,,,63.8,541.9,3082.9,7175.4,8722.9,6412.8,3511.3,907.9,88.9,,,,12.9,,1731.6,11254.6,11626.6,4708.6,39.6,86.5
전남,방어류,총마릿수[마리],마리,2407,616,116,96,34,380,198,,106,951,2826,10272,1523,2164,1412,1088,13,1363,97,355,3042,3800
전남,방어류,총중량[kg],kg,4879.4,780.2,327.7,163.8,54.6,685.4,609.7,,98,2705.5,10374.2,60473.4,6713.4,8972.4,2265.6,2296.3,13.8,4371.8,590,1355.6,14554.1,7046.9
전남,병어류,총마릿수[마리],마리,,,,,,708,152,,,,,,,,,,,,,,,
전남,병어류,총중량[kg],kg,,,,,,402.2,53.3,,,,,,,,,,,,,,,
전남,보구치,총마릿수[마리],마리,,,,,10925,17177,260,20,1510,1294,,,,,,377,15866,37878,11169,26,419,22
전남,보구치,총중량[kg],kg,,,,,4622.8,7319.9,82.8,3.4,287.2,304.8,,,,,,99.3,8039.1,9635.6,4204.9,5.2,81.1,4.4
전남,복어류,총마릿수[마리],마리,9,,51,216,394,,,,,27,195,94,,,,13,,,,,,
전남,복어류,총중량[kg],kg,0.9,,6.4,25,64.6,,,,,8.2,51.7,24.6,,,,2.9,,,,,,
전남,조피볼락(우럭),총마릿수[마리],마리,28307,38073,16770,15958,14779,1538,3877,694,13224,14553,2355,773,973,59,339,2534,13516,30694,4838,1049,1643,5172
전남,조피볼락(우럭),총중량[kg],kg,16987.4,22768.6,10716.9,7917.6,6784.1,1777,2185.3,228.6,4536.4,4586.8,1352.2,356.3,397.7,29.5,156.3,1682.3,11406.8,14686.8,3533.2,341.1,1631.6,2444.7
전남,기타볼락류,총마릿수[마리],마리,26526,30255,66271,41475,43530,60923,2672,1037,5206,3505,1397,14044,124178,80802,193116,123042,89653,33258,12250,2008,2136,1948
전남,기타볼락류,총중량[kg],kg,7536.6,6068.3,9982.6,6910.8,11047.7,17108,730.3,337.5,1818.4,1182.9,451.1,3636.4,34122.5,19737.1,51148,33286,25839.1,8764.1,4436.8,489.1,586.5,389.6
전남,노래미류,총마릿수[마리],마리,,47,133,14,17,15,,214,268,200,219,,,,109,32,27,55,53,41,,88
전남,노래미류,총중량[kg],kg,,65.3,54.7,2.7,11.1,4.5,,60.3,144.3,86.7,78.6,,,,55.9,12.2,13.3,22,37.2,25.9,,32.8
전남,부세,총마릿수[마리],마리,,,,,51,,,1119,1235,434,27,7,,,,,160,2077,,62,259,
전남,부세,총중량[kg],kg,,,,,30.6,,,522.7,1093.7,620.4,26.8,6.7,,,,,48,1044.2,,33.6,258.9,
전남,삼치류,총마릿수[마리],마리,1791,3211,,,,,,,375,40,27,,,,,,,,,6172,2689,165
전남,삼치류,총중량[kg],kg,1259.2,1102.6,,,,,,,614.4,40.3,46.4,,,,,,,,,6177.8,3989.4,119.6
전남,상어류,총마릿수[마리],마리,,,26,,,21,27,,,,,,,,,,,,,,26,
전남,상어류,총중량[kg],kg,,,25.5,,,21.2,8,,,,,,,,,,,,,,25.9,
전남,성대류,총마릿수[마리],마리,,,,,56,,,,,,13,7,,,,,,,,,,
전남,성대류,총중량[kg],kg,,,,,28,,,,,,1.3,2.9,,,,,,,,,,
전남,숭어류,총마릿수[마리],마리,,,880,5,37,63,115,435,2073,1412,458,167,,,,,96,643,27,215,615,635
전남,숭어류,총중량[kg],kg,,,1498.3,4.7,29.9,52.6,92.3,389,1313.8,1440.4,400.3,83.4,,,,,66.1,351.7,21.3,181.3,440.4,473.2
전남,아귀류,총마릿수[마리],마리,5,,,,,,,,,,,,,,,,,,,,,
전남,아귀류,총중량[kg],kg,5.4,,,,,,,,,,,,,,,,,,,,,
전남,양태류,총마릿수[마리],마리,,,6,13,,36,,7,13,60,7,,,,,18,,11,,51,,
전남,양태류,총중량[kg],kg,,,3.2,6.4,,16.6,,10.1,26.8,28,3.4,,,,,9.2,,5.5,,21.9,,
전남,갯장어,총마릿수[마리],마리,,,,,14,,,108,101,93,,53,47,,12,92,,176,30,,217,15
전남,갯장어,총중량[kg],kg,,,,,2.4,,,29.5,23.5,80,,26.7,20,,1.2,30.7,,44,15,,59.5,21.9
전남,붕장어,총마릿수[마리],마리,110,120,945,1996,2423,1359,102,263,481,454,245,1028,364,39,104,1347,2452,228,213,109,,
전남,붕장어,총중량[kg],kg,62.2,24.4,857.6,1059.6,1212.9,430.4,39.8,57.8,106.1,163,63.3,311.5,109.6,23.7,23.2,404.2,400.7,47.1,42.5,32.6,,
전남,전갱이류,총마릿수[마리],마리,,1179,,,,,,,,500,7,,,,,13,,93,204,16,,
전남,전갱이류,총중량[kg],kg,,41.7,,,,,,,,39.5,2,,,,,4.9,,25.1,100,4.1,,
전남,기타조기류,총마릿수[마리],마리,,,,191,446,742,711,168,,,67,,,,,,,783,348,274,,89
전남,기타조기류,총중량[kg],kg,,,,382.5,892.6,423.5,240.2,33.5,,,20.1,,,,,,,613.8,285.3,193.7,,56.5
전남,쥐치류,총마릿수[마리],마리,,,,5,,,,,,,,,,2094,1074,443,,,5,,,
전남,쥐치류,총중량[kg],kg,,,,2.4,,,,,,,,,,620.3,346.3,149,,,4,,,
전남,청어,총마릿수[마리],마리,,,,,,,,,,,,,,,,,,,,,19,
전남,청어,총중량[kg],kg,,,,,,,,,,,,,,,,,,,,,4.5,
전남,홍어류,총마릿수[마리],마리,,,61,68,80,,,,,,,,,,56,,,,,,,
전남,홍어류,총중량[kg],kg,,,33,10.2,37.7,,,,,,,,,,66.6,,,,,,,
전남,기타어류,총마릿수[마리],마리,,,,306,,,,27,,74,154,7,,,6,89,,9,23,,,
전남,기타어류,총중량[kg],kg,,,,298.7,,,,6.7,,40.3,32.2,2.2,,,2.9,69.8,,4.6,11.8,,,
전남,꽃게,총마릿수[마리],마리,,,,,,,,,,,15,,,,,,,,,,,
전남,꽃게,총중량[kg],kg,,,,,,,,,,,2.3,,,,,,,,,,,
전남,갑오징어류,총마릿수[마리],마리,37647,57385,53705,45368,19913,136,,,40963,54691,29687,3374,21948,34535,27511,6689,3453,700,,3451,57146,69601
전남,갑오징어류,총중량[kg],kg,10008.7,17296.5,31970.6,28139.4,11334.7,40.7,,,13111,21577.9,13215.2,544.9,5749.8,12006.8,13509.1,3288.8,2238.6,352.1,,690.1,18196.2,26806
전남,꼴뚜기류,총마릿수[마리],마리,,,,7,,,,,,,,,,,,,,,,,,
전남,꼴뚜기류,총중량[kg],kg,,,,4.1,,,,,,,,,,,,,,,,,,
전남,낙지류,총마릿수[마리],마리,,,,,1058,1862,,,201,,15,,,430,,,,,,,,
전남,낙지류,총중량[kg],kg,,,,,402.8,744.7,,,30.2,,2.3,,,86,,,,,,,,
전남,문어류,총마릿수[마리],마리,3265,9,262,410,27053,,338638,142346,137067,154075,43787,15271,,,,770,2103,86,222692,67093,84416,69493
전남,문어류,총중량[kg],kg,466.4,18.7,212.3,546.1,19123.1,,172331.4,64252.8,60673.3,82250.3,22131.9,7414,,,,381.3,1545,13.8,107305.6,31009,38285.2,30695.2
전남,주꾸미,총마릿수[마리],마리,58672,7518,137,956,,,,,270396,726678,547659,320427,32764,24390,2135,453,,,,1827,331256,274374
전남,주꾸미,총중량[kg],kg,4985.7,802.2,34.1,327.7,,,,,19257.3,43856.4,33535.4,23253.4,3225.5,1681.8,67.3,16.2,,,,55.5,16151.6,19704.6
전남,살오징어,총마릿수[마리],마리,,,,,,,,4749,3908,10408,,,,,,6,772,536,10339,3658,15552,9560
전남,살오징어,총중량[kg],kg,,,,,,,,2567.1,1954,3933.2,,,,,,0.6,722.7,493.8,2404.7,2401.1,9322.6,6862.5
전남,한치류,총마릿수[마리],마리,,,,1092,61069,273626,275440,9117,,,,1092,,,,35441,84689,238772,205912,1172,,
전남,한치류,총중량[kg],kg,,,,327.7,18167.7,76925.7,86951.1,2264.4,,,,182,,,,10003.8,17988.3,55996.2,46823.1,234.5,,
경북,가오리류,총마릿수[마리],마리,,,,,,5,,,,3,,,,,2,5,,8,,,,
경북,가오리류,총중량[kg],kg,,,,,,13.4,,,,4,,,,,2.4,3.1,,12.3,,,,
경북,가자미류,총마릿수[마리],마리,111,2281,12837,18097,35414,44946,6231,1684,150,355,15,3,40,12199,35007,72636,56409,36665,11332,6161,64,190
경북,가자미류,총중량[kg],kg,25.1,1508.9,2544.5,5082.1,10144.1,10515.2,1250.9,416.7,78.8,42.8,7.7,0.8,19.9,3691.2,9761.3,15734,17749.2,11453.5,3071.2,1702.7,20.9,56.7
경북,기름가자미,총마릿수[마리],마리,20,,,,,,,,,,,,,,,,,,,,,
경북,기름가자미,총중량[kg],kg,3.2,,,,,,,,,,,,,,,,,,,,,
경북,고등어,총마릿수[마리],마리,316,517,1010,1066,178,9923,40601,13175,2136,5491,357,1405,876,2,8,,106,481,4121,9970,1788,849
경북,고등어,총중량[kg],kg,69.7,135.8,315.3,395.9,53.3,2422.8,8873.8,3226.1,782.2,3468.8,285.9,391.1,110.8,0.9,2.1,,21.2,206.4,2013.4,2737.4,720.5,174.6
경북,학공치,총마릿수[마리],마리,346,873,2173,,,,,,,6148,,,193,9329,2027,242,,,,,,1900
경북,학공치,총중량[kg],kg,13.9,75.4,217.3,,,,,,,1829.8,,,19.3,2174.6,308.4,13.2,,,,,,456.1
경북,넙치류(광어),총마릿수[마리],마리,,,,,10,,3,9,,3,,,,,,21,23,10,14,2,,
경북,넙치류(광어),총중량[kg],kg,,,,,108.7,,25.3,12.3,,3.5,,,,,,30.4,47,26.7,8,0.8,,
경북,농어류,총마릿수[마리],마리,,,43,72,119,126,234,145,26,32,234,,12,,17,10,2,,6,15,,2
경북,농어류,총중량[kg],kg,,,27,43.1,79.6,81.6,329,151.3,17.1,39.6,142.5,,4.8,,2.4,2,3.5,,9.4,27,,4.1
경북,능성어,총마릿수[마리],마리,18,3,,,,2,,,,,,,,,,,,,,,,
경북,능성어,총중량[kg],kg,19.4,5.8,,,,1.5,,,,,,,,,,,,,,,,
경북,참다랑어,총마릿수[마리],마리,,,,,,,,8,,101,59,11,3,,,,,,,2,16,35
경북,참다랑어,총중량[kg],kg,,,,,,,,14.7,,298.6,160,29.3,5.3,,,,,,,6,39.1,84.2
경북,기타다랑어류,총마릿수[마리],마리,,,,,,,,,,,152,5,,,,,,,,,8,10
경북,기타다랑어류,총중량[kg],kg,,,,,,,,,,,242.1,21.3,,,,,,,,,14,8.9
경북,대구,총마릿수[마리],마리,5716,4761,2833,360,165,,199,662,2887,5534,9471,9730,12102,5871,9561,1301,907,2973,5904,5166,3748,6559
경북,대구,총중량[kg],kg,12622.2,10649.7,6024.4,949.4,585.7,,460.7,1822.7,7375.5,12530.6,22881.4,25388.2,24715.1,14387.1,15406.4,1008.6,2890.7,5602.5,9440.8,6256.5,5455.8,10022
경북,감성돔,총마릿수[마리],마리,110,27,3,13,,51,3,,29,225,2148,1295,316,182,86,37,,861,12,,36,21
경북,감성돔,총중량[kg],kg,89.9,23,5.4,16.4,,75.3,3.3,,22.6,225.1,1978.1,1376.4,423.3,324,147.6,34.6,,793.7,10,,47.8,16
경북,참돔,총마릿수[마리],마리,8,,,8,12,15,3,105,77,52,85,,,4,,,58,312,12,93,60,31
경북,참돔,총중량[kg],kg,11.7,,,2.6,32.1,15.8,12.7,70.8,57.6,32.8,186.4,,,10.7,,,144.4,225.2,12.7,59.9,38.8,26.3
경북,돌돔(줄돔),총마릿수[마리],마리,,,,,,,,,4,24,23,,,,,,8,200,39,33,6,19
경북,돌돔(줄돔),총중량[kg],kg,,,,,,,,,1.9,8.6,19.2,,,,,,4.1,116.8,24.7,19.9,2.9,11.5
경북,기타돔류,총마릿수[마리],마리,,5,363,103,1151,2867,2632,3592,2766,1994,314,101,19,10,104,544,2181,8188,3374,4507,1649,117
경북,기타돔류,총중량[kg],kg,,0.8,74.2,24.3,432.9,1139.2,1018.2,691,1011.8,865.6,125.5,144,8.4,8,41.5,99.5,627.8,1693.9,737,1123.5,441.4,41.9
경북,멸치,총마릿수[마리],마리,,,,,,,,3,,,,,,,,,,,,,,
경북,멸치,총중량[kg],kg,,,,,,,,0.3,,,,,,,,,,,,,,
경북,방어류,총마릿수[마리],마리,163,38,132,97,514,207,237,1130,2804,9201,6625,485,34,,73,243,329,968,1281,2404,2699,4076
경북,방어류,총중량[kg],kg,1243.1,201.8,990.1,695.6,2270.3,1549.1,1599.8,2626.4,1706,17477,8947.3,1097.2,183.7,,480.4,1133.2,1191.3,4013.9,6186,9773.2,7563,14452.8
경북,보구치,총마릿수[마리],마리,,,,,,,,,,,,,,,,,,21,,,6,
경북,보구치,총중량[kg],kg,,,,,,,,,,,,,,,,,,6.2,,,2,
경북,복어류,총마릿수[마리],마리,3,,,,21,,,16,5,32,128,,,,,,,66,,8,2,17
경북,복어류,총중량[kg],kg,1.5,,,,10.7,,,8,0.8,46.7,346.6,,,,,,,24.3,,3.9,0.2,6.4
경북,조피볼락(우럭),총마릿수[마리],마리,348,647,239,69,393,163,8,,,18,2629,492,1626,579,304,404,1301,3036,3242,2357,16,402
경북,조피볼락(우럭),총중량[kg],kg,293.9,554.1,151.2,54.7,137.5,100.3,2.3,,,10,1270.4,425.5,396.2,296.1,190.7,230.8,348.8,471.5,498.6,463.1,7.6,56.7
경북,기타볼락류,총마릿수[마리],마리,47873,28784,18152,10476,11712,12889,2621,957,419,508,2227,43401,45406,60733,57122,48357,31316,21349,25257,30283,9045,2196
경북,기타볼락류,총중량[kg],kg,8349.8,8013.3,2843,2468.4,2668.3,3190.7,474.2,288.8,147.7,87,843.2,9231.6,10425.8,15725.8,9464.2,7924.4,5864.5,5057.5,6232.3,6560.2,1382.1,284.8
경북,노래미류,총마릿수[마리],마리,358,446,303,35,216,369,244,403,318,429,58,,112,362,1119,923,173,108,186,150,,
경북,노래미류,총중량[kg],kg,134.4,273.2,49.7,15.9,23.5,44.2,21.5,43.8,31.8,41.8,5.8,,37.4,111.3,326,213,63.2,34.5,70,31.3,,
경북,삼치류,총마릿수[마리],마리,959,,,16,,,101,10856,24639,52986,26133,5080,273,559,320,44,,16,56,1351,14140,39422
경북,삼치류,총중량[kg],kg,2235.2,,,108.7,,,328,28985.3,58607.6,86249.7,39806.5,7266.1,504.4,1090.3,560.6,44.5,,22.6,84.3,2623.3,31722,103876.1
경북,성대류,총마릿수[마리],마리,55,61,427,2319,4464,5215,8557,501,5,182,638,,,21,242,1152,4226,2680,913,758,20,62
경북,성대류,총중량[kg],kg,9.3,27.7,88.2,279.6,514.6,1179.2,1246.9,111.2,1.1,36.7,123.1,,,4.3,51.1,161.4,812.4,639,171.7,123.6,4,4.6
경북,숭어류,총마릿수[마리],마리,,,,,,,,,6,,,,,,,,,,,,,
경북,숭어류,총중량[kg],kg,,,,,,,,,5.8,,,,,,,,,,,,,
경북,아귀류,총마릿수[마리],마리,,,,,,3,,,,,5,3,,,,9,,,,6,2,
경북,아귀류,총중량[kg],kg,,,,,,3.7,,,,,6.7,6.7,,,,7.4,,,,3.6,2,
경북,양태류,총마릿수[마리],마리,,,,,26,,,,3,5,,,,,,,,,,,,
경북,양태류,총중량[kg],kg,,,,,67.3,,,,0.8,1.3,,,,,,,,,,,,
경북,임연수어,총마릿수[마리],마리,,,,,,,,,,,,,,40,194,,,,,,,
경북,임연수어,총중량[kg],kg,,,,,,,,,,,,,,6.1,26.7,,,,,,,
경북,붕장어,총마릿수[마리],마리,3,,88,148,136,205,35,56,5,194,92,21,,15,45,129,67,81,14,106,11,
경북,붕장어,총중량[kg],kg,2.5,,66.9,119.7,77.2,130.5,10,24.8,2.7,137.4,103.5,45,,15.7,34.7,47.8,33.7,49.8,3.9,59,9.1,
경북,전갱이류,총마릿수[마리],마리,323,149,272,383,377,3146,18401,3953,3850,6819,3499,2066,973,23,16,2464,2332,1032,3833,6186,2627,2352
경북,전갱이류,총중량[kg],kg,131.6,75.8,95.4,112.1,351.1,618.6,3195.8,2259.5,865.4,5394.6,1300.6,387.6,78.2,8.1,7.2,503.2,375.5,192.4,778.9,1223.8,1061.5,468.8
경북,전어,총마릿수[마리],마리,,,,,,,,250,12,81,,,,,,,,,,373,569,36
경북,전어,총중량[kg],kg,,,,,,,,75.8,3.1,40.5,,,,,,,,,,84.3,94.5,8.3
경북,쥐치류,총마릿수[마리],마리,15,38,,,,,,,,,,,,,,,,19,,,,
경북,쥐치류,총중량[kg],kg,10.2,37.8,,,,,,,,,,,,,,,,1.9,,,,
경북,홍어류,총마릿수[마리],마리,,,,,,,,,,,,,,,,,2,,,,,
경북,홍어류,총중량[kg],kg,,,,,,,,,,,,,,,,,13.4,,,,,
경북,기타어류,총마릿수[마리],마리,6,5,81,390,31,,9,13,381,69,3170,,394,,426,414,457,206,156,62,317,1000
경북,기타어류,총중량[kg],kg,0.8,0.3,8.1,39.1,18.1,,1.4,3.5,76.5,17.6,320.7,,39.4,,48.4,56.6,68.3,22.6,24.5,6.4,22.2,51.9
경북,갑오징어류,총마릿수[마리],마리,,,,212,80,,,49,2120,,,,,2,17,336,290,51,,26,3005,3399
경북,갑오징어류,총중량[kg],kg,,,,140.9,55.7,,,16.5,1503.5,,,,,2.4,11.6,179,149.5,29.5,,16.8,1101.4,2508.6
경북,문어류,총마릿수[마리],마리,14,53,10,9,20,3,159,7,2633,5086,4426,518,25,475,228,518,119,23,25,192,14987,43203
경북,문어류,총중량[kg],kg,11.9,90.5,19.5,34.4,77,6.2,147.3,3.3,1145.8,2097.7,1182.8,54.1,71.6,753.3,372.6,951.8,203.7,44.3,27.5,74.9,4843.9,15611.4
경북,주꾸미,총마릿수[마리],마리,,160,614,15,,,,,,,1994,1506,2171,2632,2298,6282,1564,,,,6,
경북,주꾸미,총중량[kg],kg,,12.4,78.3,3.8,,,,,,,151.7,185.1,247.5,517.5,282.6,569.4,120.6,,,,0.6,
경북,살오징어,총마릿수[마리],마리,,,,,,136,8,1627,11453,20468,608,,4466,2068,36,13,573,30246,31522,16735,41260,70677
경북,살오징어,총중량[kg],kg,,,,,,163,2,549.3,3953,8849.1,281.7,,327.7,414.3,18.2,6.5,99.7,3729.4,3256.5,1770.7,11729.1,21283.3
경북,한치류,총마릿수[마리],마리,,,,,,,,,4360,5632,494,,605,11,103,,,256,,50,510,118
경북,한치류,총중량[kg],kg,,,,,,,,,1163.1,1792.3,245.3,,264.9,3.2,6.2,,,54.9,,14.8,216.9,45.4
경북,해삼,총마릿수[마리],마리,3,,,,,,,,,,,,,,,,,,,,,
경북,해삼,총중량[kg],kg,0.6,,,,,,,,,,,,,,,,,,,,,
경남,가오리류,총마릿수[마리],마리,,,,,,,33,,,,22,,60,,,7,,44,6,,,
경남,가오리류,총중량[kg],kg,,,,,,,9.9,,,,22.4,,30,,,6.5,,18.8,3,,,
경남,가자미류,총마릿수[마리],마리,,24618,34044,11247,21898,740,263,92,1110,11,180,,19,10686,17423,8485,2252,381,53,,1740,93
경남,가자미류,총중량[kg],kg,,4700.6,6484.6,4908.2,9459.1,317.8,80.8,30.6,402.9,5.6,65.9,,12.8,3200.5,5172.3,3102.3,583.9,148.5,21.7,,434.9,3.7
경남,갈치,총마릿수[마리],마리,,17330,117024,76605,188825,180760,38428,1674666,3367189,2537013,1581292,267257,14293,,4359,6373,188,18828,19618,1165251,1083390,1596010
경남,갈치,총중량[kg],kg,,5503.3,35857.5,21846.9,49465.3,51045.1,8788.3,529514.5,1058990.4,811199.1,482331.9,82417.4,4235.6,,628.8,699,37.5,4996.4,6316.5,255439.7,311661.2,426687.9
경남,강달이류,총마릿수[마리],마리,,,,,,,,,,,,,,,,,,88,,,,
경남,강달이류,총중량[kg],kg,,,,,,,,,,,,,,,,,,18.8,,,,
경남,고등어,총마릿수[마리],마리,,,,10,,1707,1268,64085,39125,6035,10064,5029,696,496,209,235,62,,7527,99852,5228,5574
경남,고등어,총중량[kg],kg,,,,5.1,,513.7,234.3,25258,15073.4,1750.5,3014.1,921.1,168.1,106.2,20.9,45.8,6.2,,2147.5,31971.2,1595,1322.4
경남,꽁치,총마릿수[마리],마리,3558,9958,,,,,,,,,,39972,36801,2922,,,,,,,,
경남,꽁치,총중량[kg],kg,481.9,933.9,,,,,,,,,,1840.6,2392.8,66.4,,,,,,,,
경남,학공치,총마릿수[마리],마리,12480,2308,,,,,,,,,,29435,34248,34731,12758,1655,,,,,3926,53
경남,학공치,총중량[kg],kg,1233.1,286.1,,,,,,,,,,801.6,2205.6,1617.1,1339.7,389.4,,,,,203.9,2.9
경남,넙치류(광어),총마릿수[마리],마리,,,,,,24,22,,,9,24,116,12,,14,421,13,19,12,35,17,
경남,넙치류(광어),총중량[kg],kg,,,,,,141.3,43.8,,,25.8,114.1,76.1,60,,57.2,21.8,35.1,75,42.1,89.8,18.6,
경남,농어류,총마릿수[마리],마리,13,,156,122,639,1403,1761,1893,455,158,853,47,1922,172,1241,1616,3485,4444,2222,2527,423,172
경남,농어류,총중량[kg],kg,13.1,,303.6,323.1,816.2,2850.8,3379.2,5530.7,968.3,260.9,757.9,82.6,474.9,96.3,528.7,1892.6,5540.8,11656.8,2141.1,2674.1,663.9,194.9
경남,눈볼대,총마릿수[마리],마리,,,,,,32,,,,,,,,,,,,,,,,
경남,눈볼대,총중량[kg],kg,,,,,,10.5,,,,,,,,,,,,,,,,
경남,능성어,총마릿수[마리],마리,,,,,,,,,10,29,56,,,,,23,74,258,6,75,438,80
경남,능성어,총중량[kg],kg,,,,,,,,,9.8,19.7,22.4,,,,,37.6,56.8,156.1,6,18.6,117.3,27.4
